monthly_income,time_of_month,savings,guests
3105,10,medium,0
5439,13,low,1
3915,17,medium,0
5505,25,medium,1
8283,31,high,0
3459,17,high,0
4850,4,low,0
9959,25,low,0
8874,12,high,1
4023,11,high,0
6050,20,high,0
3279,17,medium,0
8957,24,medium,0
8652,15,high,0
1522,8,low,0
2084,24,low,0
1999,28,medium,0
2992,26,high,0
7220,27,medium,0
4807,19,high,0
5548,3,high,0
7069,11,medium,0
1699,30,low,0
2842,5,high,0
4844,2,medium,0
7919,1,low,0
5889,2,high,0
3294,5,low,1
7592,25,high,0
1349,24,low,0
7779,11,high,0
4378,25,high,1
6333,8,medium,0
8322,31,medium,0
6990,9,high,1
6022,29,medium,0
8490,11,high,0
6559,14,medium,0
2788,28,low,1
8860,25,medium,0
4820,1,high,0
1215,5,low,0
4380,22,medium,1
9068,3,low,1
6888,17,medium,0
5398,6,high,1
4438,1,high,1
4522,4,high,0
7404,11,high,0
7728,24,high,0
6137,10,medium,0
6953,13,medium,0
5458,31,high,0
7423,3,low,0
3028,20,medium,1
3034,31,medium,0
8015,23,medium,0
6471,21,high,0
8267,27,medium,0
5205,19,medium,1
4970,23,high,0
8437,9,low,0
7674,6,high,0
8683,28,low,0
6645,3,medium,0
3601,3,high,0
5002,19,high,0
5541,9,low,0
8287,19,low,0
7476,21,high,0
4741,5,low,0
9548,17,medium,0
6826,3,low,0
5769,14,medium,0
6217,15,medium,0
4350,19,high,0
6301,21,high,0
6308,12,medium,1
1398,17,high,0
1201,14,high,0
4812,13,medium,0
2033,14,medium,0
2874,31,low,0
2635,13,high,0
4511,1,low,0
3844,12,high,0
5598,23,medium,0
3296,31,low,0
2381,19,low,0
3625,18,low,0
8251,28,medium,0
2019,10,low,1
5366,5,high,0
4969,8,high,0
3191,8,low,0
8711,2,low,0
2960,12,high,0
8202,10,low,0
8081,28,high,0
7124,5,high,0
5675,12,medium,0
1288,29,high,0
1470,14,medium,0
2380,8,high,0
2488,24,medium,0
9853,21,medium,0
8837,7,high,0
7401,9,medium,0
6602,18,low,0
7259,9,low,0
2761,9,low,0
5286,27,low,0
2316,2,low,0
5372,5,high,0
8603,13,high,0
9162,6,medium,0
7627,16,medium,0
2477,6,low,0
8773,1,medium,0
6153,29,high,0
7130,17,low,0
2535,2,high,0
6497,22,low,0
8685,16,low,0
3855,16,medium,0
4097,10,high,1
1599,8,medium,0
3214,6,high,0
8642,4,medium,0
7992,22,high,0
7563,30,low,0
3730,15,low,0
5581,27,high,1
3160,3,medium,0
2802,6,medium,0
1465,5,high,0
9380,9,low,0
6203,26,high,0
1648,25,low,0
3403,14,medium,0
9045,12,medium,0
5466,6,high,0
1055,25,medium,0
3966,30,low,0
7651,8,high,0
7534,6,low,0
5349,18,medium,1
5667,22,low,0
8409,27,high,0
7310,8,low,0
7517,15,medium,0
7475,12,low,0
3760,14,low,0
5158,11,high,0
1490,14,medium,0
5677,1,high,0
7248,21,medium,0
8179,11,medium,0
4101,30,medium,0
7601,19,medium,0
1828,20,medium,0
8907,11,high,0
3487,22,low,1
4448,6,low,0
1512,17,high,0
5728,11,low,0
4619,25,high,0
7427,23,medium,0
5378,25,low,1
8713,31,high,0
1672,19,medium,0
1792,2,medium,0
8910,18,medium,0
6287,3,low,0
7970,5,medium,0
7837,30,low,0
8453,22,high,0
4292,15,high,0
6297,29,medium,0
5478,3,low,0
1856,5,medium,0
7682,23,high,0
9388,23,low,0
9589,27,medium,0
5097,14,high,0
4007,14,high,0
7647,15,low,0
3942,8,medium,1
5600,12,low,0
1177,31,high,0
6558,8,medium,0
9014,25,high,0
9011,16,low,1
4088,16,medium,0
9347,16,high,0
2787,23,medium,0
2461,9,low,0
6340,17,high,0
9028,4,low,0
6007,12,medium,0
8055,19,low,0
8835,6,high,0
1439,4,high,1
6376,27,high,0
7585,4,low,0
2033,2,low,1
6884,10,medium,0
9526,6,high,0
7591,20,low,0
6722,7,medium,0
9963,16,medium,0
5128,21,low,0
9153,13,medium,0
9475,23,medium,0
3717,21,high,0
9846,31,medium,0
7791,10,medium,0
3030,13,high,0
4956,11,medium,0
9183,19,medium,0
7841,9,medium,0
3030,28,high,0
9625,22,high,0
4375,12,medium,0
8435,1,high,0
9153,31,medium,0
8245,7,low,0
4834,14,medium,0
7504,4,medium,0
4123,18,high,1
9359,9,medium,0
7664,11,high,0
9533,28,high,0
2554,10,low,0
7907,19,low,0
5115,17,high,0
8683,18,high,1
7906,17,high,0
3937,5,low,0
6057,1,high,1
3481,19,high,0
7607,22,medium,0
3131,14,medium,0
6782,23,medium,1
3808,10,low,1
6556,19,low,0
1335,5,low,0
4898,13,high,0
7395,15,high,0
2979,12,high,1
5516,16,low,0
2387,28,low,0
2704,19,high,0
3877,20,medium,0
6761,28,medium,0
2941,22,medium,0
1807,31,medium,0
3046,13,low,0
8997,23,low,0
7540,29,low,0
4745,29,high,0
1127,21,high,0
3088,7,medium,0
8668,13,high,0
5921,24,medium,0
9637,6,high,0
6023,10,low,1
6600,9,medium,0
7120,11,low,0
5141,30,low,0
1779,24,high,0
5710,28,low,0
6562,15,medium,0
8672,9,high,0
3274,3,low,0
9808,18,high,0
4984,10,medium,0
3773,26,medium,0
3304,31,low,0
8252,28,high,0
6847,4,low,0
7636,13,medium,0
9516,25,low,0
8570,26,high,0
9813,9,low,0
8603,25,low,0
6019,21,high,0
3210,31,medium,0
8851,6,high,0
7094,3,low,0
1782,6,low,0
9351,19,medium,0
9230,30,low,0
7233,10,medium,1
2146,29,high,0
4092,27,low,0
7796,4,high,0
4532,9,medium,1
4315,29,medium,0
2992,2,medium,0
9868,10,high,0
1760,1,low,0
4098,9,low,0
1147,28,low,0
9139,20,medium,1
5014,10,low,1
2048,29,low,0
4706,6,low,0
6367,29,medium,0
1786,26,low,0
4623,16,low,0
4983,21,low,0
7272,5,high,0
8619,1,low,0
8912,20,high,0
9056,23,high,0
7467,3,high,0
9678,23,high,0
9579,7,medium,0
2166,26,high,0
7023,22,low,0
3913,22,medium,0
6199,5,high,0
3467,25,high,0
2829,9,low,0
9910,16,medium,0
1632,5,medium,0
6497,3,medium,0
7148,4,high,0
8958,31,high,0
5062,25,medium,0
5302,15,low,0
3030,5,low,0
4296,5,high,1
2943,16,low,0
6726,20,low,0
3141,15,high,0
7759,10,high,0
7295,16,medium,0
9995,24,high,0
1928,14,medium,0
6144,18,high,0
6335,6,low,0
3653,31,low,0
4895,3,high,0
8633,29,medium,0
7193,14,low,0
1907,15,high,0
7972,6,medium,0
3147,8,low,0
2188,17,high,0
2240,25,medium,0
3048,17,high,0
1035,27,high,1
8713,18,low,1
7934,26,high,0
6709,19,medium,0
7849,6,low,0
3099,1,high,0
9376,28,high,0
1458,22,high,0
6338,27,medium,0
3978,28,high,0
5458,11,medium,0
4743,28,high,0
8240,12,medium,0
3662,22,medium,0
5163,28,low,0
9012,16,high,0
2120,2,high,0
2258,31,high,0
2544,10,medium,0
5877,17,high,0
9762,8,medium,0
7218,21,medium,0
8452,16,low,0
2038,31,high,0
3300,28,low,0
3873,28,medium,1
5861,3,low,0
1117,30,high,0
1726,11,high,0
5376,2,medium,1
1754,29,high,0
5538,11,low,0
9454,1,medium,0
6184,13,high,0
7474,16,low,0
4491,3,low,0
5531,28,low,0
3847,30,medium,0
7171,17,low,0
6746,18,high,1
9739,21,high,0
8455,27,low,0
6205,9,high,0
8294,29,medium,0
7313,8,high,0
3504,4,low,0
3720,23,medium,0
5966,8,medium,0
4610,13,low,0
6429,2,low,0
6222,20,medium,0
8886,22,medium,1
9084,18,high,0
8972,14,medium,0
7937,11,medium,0
9060,20,medium,0
9371,24,medium,0
9155,5,medium,0
9313,3,high,1
2717,25,medium,0
8088,2,low,0
3219,30,high,0
5824,27,low,0
7409,22,high,0
3660,26,high,0
7467,25,low,0
6835,31,low,0
9206,10,low,0
4681,22,low,0
3409,20,medium,0
6209,27,high,0
7130,11,low,0
5342,21,high,1
9366,11,low,0
9528,6,medium,0
7632,1,high,0
4193,31,low,0
4430,1,high,0
5916,31,low,1
6860,15,high,0
2772,22,medium,0
8696,4,high,1
7425,6,low,1
1624,16,low,0
6690,21,low,0
6146,29,low,0
8362,13,high,0
6051,11,medium,0
4155,11,high,0
7061,9,medium,0
4216,17,low,0
9731,14,high,1
9519,3,high,0
5329,15,high,1
5337,25,medium,0
4616,1,high,0
4691,11,low,0
8697,6,low,0
6363,26,low,1
6721,17,low,1
6011,8,medium,0
6898,10,low,0
1122,16,medium,0
3962,21,high,0
9059,11,low,1
3901,4,high,0
8816,11,medium,0
1307,30,low,1
4548,30,medium,0
3393,18,low,1
3117,4,low,0
8005,29,medium,0
2365,12,medium,0
1181,30,medium,0
5510,3,low,1
7953,29,medium,1
1521,4,medium,0
2019,27,high,0
1704,23,medium,0
7267,30,high,0
2944,26,high,0
8263,31,medium,0
2809,30,medium,0
3734,23,high,0
2913,1,high,0
4847,25,high,0
3794,3,low,0
9871,1,high,0
4453,26,medium,0
2676,3,low,0
3795,26,high,0
8965,30,medium,0
2691,9,low,1
3637,28,high,1
6003,11,low,0
4940,31,high,0
8967,3,high,0
7215,15,high,0
1168,15,low,0
2241,24,high,0
6023,18,high,0
5112,20,high,1
1754,2,low,0
2068,28,low,1
6388,24,low,0
6684,20,high,0
4711,31,high,1
4198,13,high,0
2815,19,low,0
8526,13,low,0
3055,4,high,0
4730,20,high,0
9952,19,low,0
4553,5,high,0
4893,30,high,1
4274,27,low,0
4260,30,low,0
3805,3,medium,0
2695,4,high,0
3213,24,high,0
6930,29,medium,0
5155,20,medium,1
2697,5,high,0
1188,23,medium,0
3010,24,medium,0
9576,16,high,0
2149,21,medium,0
7889,28,high,0
1869,18,medium,0
5293,29,medium,0
4581,6,high,0
3341,12,high,0
3444,12,high,0
9532,17,medium,0
9852,19,low,0
6488,23,medium,0
6803,13,medium,0
7683,9,medium,0
2427,3,high,0
7721,10,high,0
8627,31,high,0
5765,10,low,0
9055,2,medium,0
6562,2,high,0
1152,20,low,0
9132,12,low,0
5561,10,medium,0
1357,18,low,0
6198,23,high,0
1352,19,low,0
8453,26,medium,1
1846,9,low,0
6517,5,low,0
3740,31,high,0
3316,28,low,0
6354,3,high,0
1820,28,medium,0
7098,1,medium,0
7707,25,low,0
3061,19,low,0
2188,28,low,0
2857,19,medium,1
9158,28,low,0
6466,29,medium,0
9951,29,low,1
4504,22,medium,1
8524,25,medium,0
6036,20,high,0
4418,3,low,0
6643,26,high,0
4007,4,medium,0
2507,19,medium,0
1121,13,high,0
8278,2,low,0
4157,17,high,0
3197,2,high,0
7648,18,medium,0
4403,15,medium,0
5199,22,high,0
3629,10,high,0
3407,16,medium,0
5286,28,low,0
2335,27,low,0
8298,29,low,0
6601,9,high,1
6039,29,medium,0
7915,25,high,0
6696,31,low,0
1451,29,high,0
2291,30,high,0
2338,3,medium,0
7661,28,medium,0
5257,30,medium,0
2221,4,high,0
9153,21,high,0
5889,10,medium,0
9309,11,medium,0
2082,31,high,1
6713,20,high,0
3690,31,low,0
2451,3,medium,0
3213,13,medium,0
1273,2,medium,0
6653,12,high,0
8997,8,high,0
5427,1,high,0
3571,31,high,0
5450,16,low,0
9857,4,high,0
5161,28,medium,0
3214,2,high,0
1536,14,high,0
4280,31,medium,0
2609,19,high,0
2086,8,high,0
2136,4,low,0
8278,7,low,0
1221,19,low,0
9212,14,medium,1
8587,16,low,0
9038,25,medium,0
3358,25,medium,0
4027,17,high,0
9699,17,medium,0
8042,12,medium,0
7928,21,low,0
9807,23,low,0
8525,8,medium,0
6466,22,low,0
8702,6,high,0
2529,5,low,0
7645,29,medium,0
2542,9,high,0
1771,13,high,1
6301,20,high,0
3672,2,high,0
9202,19,high,0
2083,6,high,0
9865,5,medium,1
1799,10,low,0
4425,26,medium,0
6371,19,low,1
6891,11,high,0
2673,3,medium,0
1289,8,high,0
3876,9,high,1
2058,19,low,1
4997,3,medium,0
6405,28,medium,0
2536,20,low,0
1920,15,low,0
7404,20,high,0
3958,18,low,0
5526,28,high,0
2103,8,low,0
4845,13,low,0
8332,11,low,0
2006,23,high,0
1348,3,high,0
3485,1,low,1
2868,8,high,0
8837,9,low,0
1324,14,medium,1
3100,28,high,0
2773,15,low,0
5315,19,high,0
3763,25,medium,0
2666,24,medium,0
9911,20,medium,0
1237,28,medium,0
4761,31,medium,0
8205,16,medium,0
6680,31,high,1
1047,20,medium,0
1231,11,medium,0
8776,25,low,0
7004,31,high,0
9885,24,medium,0
6996,26,low,0
3166,7,low,1
8375,3,high,0
4441,17,high,0
9666,10,low,0
9274,6,high,0
2279,31,medium,0
2955,21,low,0
2145,4,medium,0
7721,1,high,0
9599,11,medium,0
8309,6,high,0
1836,7,low,0
5906,22,high,1
9092,12,high,1
2668,23,low,0
8598,13,low,0
8687,19,medium,0
2765,22,high,0
6026,12,high,1
1732,24,medium,0
7799,25,low,0
4529,16,medium,0
9413,22,medium,0
6180,25,low,0
9619,7,high,0
7267,1,low,0
8513,4,high,0
8094,19,low,0
5378,13,low,1
6113,18,high,1
8688,31,high,0
4764,11,medium,0
9874,10,high,0
6093,14,medium,0
5960,15,medium,0
8484,3,high,0
1658,6,high,0
1914,21,high,0
9581,18,medium,0
7934,21,low,0
8360,16,medium,0
8357,17,medium,0
5562,28,high,0
9195,28,medium,0
2038,31,medium,0
8342,7,medium,1
8017,8,high,1
9903,13,low,0
3587,4,low,0
3704,17,high,0
4057,2,low,0
1557,7,high,1
7966,19,low,0
3149,6,medium,0
1567,18,high,0
2457,15,low,0
5956,3,low,0
8906,23,high,0
5858,16,low,1
4475,24,low,0
4907,9,low,0
7736,28,low,1
8103,9,high,0
4451,16,medium,0
3931,26,low,0
5182,29,high,0
7225,28,low,0
1258,8,medium,0
8905,3,low,0
9653,22,medium,0
1310,7,high,0
9726,18,high,0
9750,23,high,0
2265,7,high,0
8975,23,medium,0
1598,31,high,0
2616,30,medium,0
9018,3,low,0
1016,4,high,0
1322,19,low,0
1216,9,low,0
7254,25,high,0
7684,15,medium,0
2217,11,low,0
5650,8,medium,0
3250,16,high,0
2279,20,medium,0
4989,30,low,0
3114,9,high,0
6348,1,high,0
1335,6,high,0
9327,3,low,0
4404,10,low,1
9939,24,medium,0
3107,25,high,0
6991,3,high,0
7075,12,low,1
3746,1,low,0
3110,4,high,0
3720,19,medium,0
4895,3,high,0
4075,14,medium,0
2357,23,low,0
2008,13,low,0
8423,4,high,0
7635,9,medium,0
7225,23,high,1
5219,19,low,0
4569,23,high,0
4385,1,high,1
5176,31,low,0
9602,2,low,0
6234,20,low,0
5114,10,high,0
6464,8,high,0
2534,24,high,1
7928,25,high,0
3247,24,high,0
6458,7,low,0
6493,21,low,0
6863,27,low,0
2395,24,high,0
7640,27,medium,0
5766,26,high,0
3418,9,high,0
2746,22,high,0
5239,24,medium,1
4730,11,high,0
3557,24,low,0
6298,1,medium,0
1662,1,low,0
2894,11,high,0
5570,24,medium,0
2298,15,low,1
8176,29,low,0
2032,2,medium,0
7297,5,medium,1
1524,26,medium,0
9526,25,low,0
5776,19,high,0
6172,15,medium,0
9029,19,medium,0
2743,7,medium,0
3913,11,high,0
4095,31,high,0
1991,4,medium,0
5559,14,medium,0
5172,18,high,0
7787,14,medium,0
6794,16,medium,0
8381,6,medium,0
1908,20,medium,0
5370,6,medium,0
2912,5,high,0
8884,24,medium,0
2449,13,low,0
9270,28,medium,0
1137,31,medium,0
5668,17,high,0
2928,3,low,0
4649,27,high,0
2721,9,low,1
3887,10,high,0
5148,26,low,0
1916,14,medium,0
1936,1,high,0
2541,15,low,0
4071,7,high,0
9113,10,high,0
4025,21,medium,0
8380,24,medium,0
7812,25,medium,0
6502,9,high,0
6854,4,medium,0
2434,23,high,0
6810,5,low,1
5070,21,low,0
6269,20,high,0
9311,8,medium,0
6962,7,high,0
5393,14,medium,0
6983,8,medium,0
2391,14,low,0
3413,29,high,0
1238,12,high,0
3336,20,high,0
3235,17,low,0
7667,28,low,0
6887,13,low,0
3485,18,low,0
7560,27,high,0
7773,26,low,0
6900,30,high,0
7182,13,medium,0
4406,20,medium,0
8397,13,medium,0
9372,29,medium,1
6089,28,medium,0
2205,28,low,0
6067,6,low,0
5936,29,low,1
6720,26,high,0
6860,27,low,0
3304,6,medium,0
3730,18,high,0
6697,11,medium,0
4735,13,medium,0
1518,29,low,0
8403,16,low,0
3076,30,high,1
3024,2,low,0
3168,9,low,0
8326,6,medium,0
9648,10,low,0
9993,1,low,0
7357,10,medium,0
9832,16,medium,0
7827,23,high,0
2744,12,low,0
3396,28,medium,0
7187,4,high,1
5256,30,low,0
8288,16,low,0
7274,23,low,0
6964,11,medium,0
2754,20,low,0
2665,19,high,0
8046,9,high,1
9925,16,high,0
4649,13,high,0
4224,20,high,0
1230,23,high,0
7057,12,low,0
7032,19,high,0
9505,16,high,0
1844,22,medium,0
1434,13,high,0
1860,21,low,0
4815,3,low,0
3567,12,low,0
7314,2,high,0
8352,23,high,1
9925,2,medium,1
1876,20,high,1
6819,10,medium,0
9651,22,low,0
2415,1,low,0
2711,1,high,0
7686,21,medium,0
1547,24,low,0
4679,27,low,0
1047,9,high,0
7650,25,low,0
6837,26,medium,0
2905,14,medium,0
1897,3,high,0
4900,20,low,1
1722,14,high,0
8676,7,medium,0
1351,20,high,1
1906,31,medium,0
4626,25,medium,0
7094,11,high,0
4709,11,high,0
8750,9,medium,0
4242,17,low,1
9480,26,low,1
5190,9,medium,0
1357,17,medium,0
7171,1,medium,0
4920,8,low,1
4328,29,high,0
5236,9,medium,0
9383,19,medium,0
8536,25,high,0
6231,28,high,0
4342,30,low,0
6663,22,low,0
3240,16,low,0
4290,23,high,0
3994,26,high,0
4821,15,low,1
2205,25,high,0
4197,26,low,0
7333,15,medium,0
8871,24,low,0
1706,2,medium,0
5743,11,low,0
9468,1,high,0
3490,22,high,0
2423,4,high,0
7807,25,medium,0
7769,28,low,0
5647,15,medium,0
3394,27,medium,1
6996,14,high,1
4234,19,medium,0
8111,24,high,0
5026,11,medium,0
5682,19,high,0
2465,18,medium,1
6269,31,medium,0
6443,9,low,1
4295,6,low,0
1768,31,medium,0
7548,24,high,0
7238,12,medium,0
4072,8,high,0
6445,3,low,1
5556,13,low,0
1923,27,medium,0
8170,31,high,0
1310,20,high,0
5407,15,medium,0
7328,30,medium,0
8534,3,low,0
9183,18,medium,1
3150,27,high,0
2371,20,low,0
2541,4,medium,0
2580,3,low,1
9788,24,low,1
5340,25,medium,0
3342,13,low,0
4646,13,high,0
3243,11,low,0
4268,24,medium,0
9621,3,high,0
3011,11,high,1
1026,31,medium,0
6211,12,high,0
4079,8,low,0
8250,13,medium,0
3462,29,low,0
5117,16,medium,0
3334,14,low,0
1415,7,low,0
7267,24,low,0
9144,15,medium,0
2849,28,high,0
3181,15,medium,0
5136,21,high,0
8508,14,high,0
5110,4,low,0
1012,5,medium,0
6602,22,medium,0
1813,14,medium,0
2840,25,low,0
8656,5,low,0
1643,17,medium,0
8647,9,high,0
7979,17,low,0
7805,31,high,0
8673,28,medium,0
2165,7,medium,0
8656,1,low,1
8258,6,low,0
3832,9,medium,0
8302,21,medium,0
9420,2,high,0
6476,23,low,0
1991,19,low,0
4073,24,low,0
7747,20,medium,1
8571,22,high,0
9418,18,medium,0
6986,17,low,0
9740,14,high,0
2150,22,low,0
3170,10,low,0
5594,11,high,1
7748,2,high,0
5892,15,low,0
9746,21,high,0
9310,7,high,0
7187,27,high,0
7020,2,medium,1
4944,23,low,0
4374,5,medium,0
3448,31,low,0
4963,30,high,0
8781,14,low,0
3024,17,low,1
5653,7,medium,0
5512,15,low,0
9460,4,medium,0
2473,24,high,0
7385,18,low,0
6232,16,medium,0
6470,27,low,0
9486,21,low,0
8255,19,high,0
3538,15,medium,0
7629,21,high,0
2060,10,medium,0
8229,6,low,0
2676,20,low,0
3765,16,medium,0
3844,2,medium,0
9745,9,low,0
8949,15,low,0
5378,4,high,0
1277,27,high,0
4382,7,high,0
2862,20,high,0
5531,1,medium,0
6445,19,low,0
9845,7,medium,0
7650,19,high,0
8789,27,low,0
3428,16,low,0
5228,31,high,0
1529,10,high,0
1721,20,medium,0
5624,1,low,0
7316,28,low,1
1835,8,medium,0
7727,10,high,0
7497,28,medium,0
1261,14,high,0
9625,14,medium,0
2328,7,medium,0
5255,9,low,0
9284,6,high,1
4151,23,high,0
1567,18,low,0
1592,15,low,0
5756,30,high,0
9449,2,medium,0
1515,25,low,0
9870,26,low,0
8558,16,low,0
8347,12,high,0
2231,4,high,0
3551,24,medium,0
1497,7,low,0
5376,22,low,0
2552,23,high,0
9676,17,high,0
1921,14,low,0
2999,29,high,0
3148,7,low,0
2941,12,medium,0
7347,3,medium,0
9169,4,low,0
6838,20,medium,0
6350,9,low,0
3310,28,low,0
5582,29,medium,0
4880,15,low,0
8141,16,low,0
7087,6,medium,0
7879,4,medium,0
5650,6,medium,0
5121,9,high,0
1605,7,medium,0
1610,26,medium,0
2398,19,low,0
6813,28,low,0
3951,16,medium,0
5964,31,low,0
9457,6,medium,0
9448,28,medium,0
9101,11,high,0
2669,13,high,0
6795,26,high,0
9589,14,low,0
2465,27,low,0
6075,7,high,0
3562,9,medium,0
9608,16,high,0
4159,13,low,0
3622,24,low,0
6530,21,high,0
2467,29,high,0
8741,25,medium,0
4304,9,medium,0
4661,11,low,0
2519,21,medium,0
4340,8,high,1
6613,17,low,0
9878,16,medium,1
2757,5,medium,0
6082,22,high,0
5352,1,high,0
1678,27,medium,0
2337,27,low,0
7663,16,high,0
1766,16,medium,0
4872,31,low,0
4373,30,low,0
1291,23,high,0
8494,5,high,0
8935,19,low,0
2873,1,medium,0
7384,27,high,0
9131,31,low,0
6546,14,low,0
7641,22,low,0
8947,6,medium,0
7659,13,low,0
7402,14,low,0
8566,1,low,0
5040,26,low,0
2429,3,low,0
6757,25,medium,0
1072,16,high,0
5356,25,high,0
4028,19,medium,0
3726,26,low,0
9518,7,low,0
5944,8,high,0
4191,8,high,0
9254,18,high,0
3702,19,medium,0
7731,7,medium,0
6656,28,high,0
2112,28,low,0
8420,6,high,0
6399,13,high,0
7670,25,high,0
3419,9,low,0
2205,27,medium,0
4230,13,medium,0
8128,15,high,0
2359,9,medium,0
9753,27,medium,0
6980,26,medium,0
5440,26,low,0
6263,2,low,1
8127,6,medium,1
4743,17,medium,0
1778,24,medium,1
4861,29,low,0
5586,16,high,0
5602,28,high,0
9492,7,high,0
2740,1,low,0
3503,14,low,0
4759,8,high,0
2141,8,high,1
4114,5,high,0
2212,13,low,0
3566,3,medium,0
6581,25,medium,0
7330,28,medium,0
7422,9,high,0
5217,29,high,0
6743,26,medium,0
8129,11,low,0
7102,28,high,0
3901,4,low,0
4462,13,high,0
5049,2,medium,0
5402,15,high,0
2164,28,low,0
6583,15,low,0
9323,1,low,0
2333,1,high,0
4462,6,low,0
6797,4,medium,0
7811,6,medium,0
4235,21,high,0
1969,28,medium,0
2604,26,high,0
6120,27,high,0
9171,27,medium,0
2084,7,high,0
6735,15,high,0
4629,27,high,0
2956,5,medium,0
5849,15,low,0
4879,1,medium,0
5856,13,medium,0
2295,26,low,0
9764,8,high,0
4240,3,high,0
1707,15,medium,0
1741,6,low,1
7852,6,low,0
1829,30,high,0
5075,22,medium,0
9162,5,high,0
7858,3,low,0
9165,11,high,1
2444,13,high,0
8792,29,medium,0
2527,22,medium,0
9872,8,low,0
5770,19,medium,0
2969,30,low,0
5378,3,high,0
9403,21,low,0
9449,24,medium,0
4919,12,medium,0
8474,31,high,0
8922,26,medium,1
5577,3,high,0
5401,5,high,0
3046,29,medium,0
4149,22,low,0
7920,23,low,0
8379,8,medium,0
7862,26,high,0
7941,18,high,0
1657,6,low,1
3368,23,high,0
2592,4,high,0
8882,8,high,0
7956,2,high,0
9919,28,low,0
5531,9,high,0
8688,19,high,0
7029,21,high,0
8864,4,low,0
7341,26,medium,0
5963,19,low,0
3903,25,medium,0
3160,1,high,0
3228,19,low,0
8859,5,medium,0
6876,15,low,0
3540,18,low,0
3039,7,low,0
5039,19,medium,0
4649,27,low,0
2069,9,low,0
9637,17,low,0
3169,23,high,0
1612,17,low,1
8221,31,high,0
3431,25,medium,0
4995,1,low,0
6246,22,medium,1
5567,13,medium,0
9158,1,low,1
7270,7,low,0
1222,7,high,0
4019,15,medium,0
2697,14,medium,0
7795,15,medium,0
3071,5,low,0
8844,13,medium,0
5364,3,high,1
7465,15,medium,1
9065,26,low,0
6186,28,high,1
8924,30,low,0
5800,27,high,1
6132,2,high,0
2670,24,medium,0
7748,23,low,0
6519,11,low,0
1714,7,low,0
3319,24,high,0
9415,10,high,0
5574,5,high,0
9157,9,high,0
5376,20,low,0
1740,18,medium,1
3034,4,high,0
1164,11,high,0
1410,20,medium,0
1834,30,low,1
8398,7,low,0
3199,11,low,0
5973,19,medium,1
3132,20,low,0
6590,26,high,0
6031,21,medium,0
4103,4,medium,0
8770,7,high,0
5410,23,low,0
1493,29,medium,0
9533,31,high,1
9475,14,high,0
4406,31,low,0
1692,4,medium,0
7128,22,medium,0
4054,15,high,0
1606,12,medium,0
9205,13,high,0
3071,16,low,0
3284,18,medium,0
8750,30,high,0
3446,2,medium,0
9830,17,low,0
8680,23,low,0
1047,13,low,0
7159,19,high,0
2942,22,high,0
2358,26,low,0
1005,4,medium,0
7323,19,medium,0
2739,24,low,0
8723,12,low,0
8342,18,medium,0
2007,1,low,0
4015,14,low,0
3891,4,medium,0
8431,5,low,0
5567,24,high,0
8666,18,high,0
9823,2,medium,1
4890,16,low,1
4098,21,low,0
1078,5,high,0
3370,13,low,0
2257,8,low,0
7650,29,medium,0
6784,18,low,0
2723,7,low,1
7065,20,medium,0
7276,13,medium,1
2863,19,high,0
9338,14,low,0
8651,5,medium,0
3248,28,high,0
3532,14,medium,0
6864,14,high,0
6565,1,high,0
9744,24,high,0
4732,22,high,0
5431,12,medium,0
4495,1,high,0
2624,1,low,0
7687,3,high,0
7759,20,low,1
6820,3,low,0
7855,7,high,0
4647,7,low,0
2379,25,medium,0
5057,25,high,0
6235,22,low,0
6825,14,low,0
6989,29,medium,0
8296,22,high,0
7433,16,high,0
6297,16,medium,0
4122,5,high,0
6014,12,medium,0
8978,24,medium,0
4955,12,low,0
5514,27,medium,0
3827,16,medium,0
4522,3,medium,0
1805,29,medium,0
1041,23,high,0
8128,22,high,0
9309,21,medium,0
1200,19,low,0
3161,20,medium,0
8264,1,medium,0
5236,13,low,0
9322,26,high,0
2877,4,medium,0
3129,6,medium,0
3938,19,high,0
1932,4,medium,0
5911,30,low,0
6900,13,medium,0
1856,5,low,0
5739,3,medium,0
9440,13,high,0
2400,4,low,0
3445,1,medium,0
2970,25,medium,0
3361,1,low,0
4327,17,medium,0
6949,12,medium,0
7981,4,medium,1
8226,4,high,0
2675,27,high,0
7849,22,low,0
9024,31,medium,0
5301,14,high,0
6980,29,low,0
2523,31,high,0
6396,27,high,0
7019,15,low,0
3417,18,high,0
6347,4,high,0
7052,5,low,0
5395,8,high,0
9987,31,high,0
9984,26,low,0
3708,19,low,0
3595,9,medium,0
3141,21,medium,0
3556,30,low,0
9734,13,medium,0
2369,9,low,0
4012,28,low,0
6984,2,high,0
5056,21,medium,0
2282,9,medium,0
6734,23,low,0
7732,7,low,0
6388,17,low,0
4716,31,medium,0
8587,13,medium,0
2815,23,high,0
7807,20,high,0
3012,29,high,0
9911,21,high,0
1587,20,medium,1
8063,6,high,1
7486,9,medium,0
8118,2,medium,1
4965,17,low,1
5452,15,medium,0
3271,7,medium,0
5521,12,high,0
8827,19,low,0
8305,21,high,1
7763,13,high,0
2352,8,high,0
2906,30,medium,0
8132,22,medium,1
3555,4,medium,0
9685,24,high,0
9932,1,high,0
3025,14,low,0
8593,14,medium,0
9421,30,low,0
9344,11,low,0
6327,25,high,0
